Code,Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
ANTM,2022-01-02,2.220,1.805,2.270,1.765,2820000000.0,25.42
ANTM,2022-01-01,1.770,2.260,2.350,1.705,3090000000.0,-21.33
ANTM,2021-01-12,2.250,2.300,2.370,2.220,747700000.0,-2.17
ANTM,2021-01-11,2.300,2.360,2.490,2.300,1570000000.0,-1.71
ANTM,2021-01-10,2.340,2.280,2.630,2.220,3070000000.0,2.18
ANTM,2021-01-09,2.290,2.390,2.630,2.250,2420000000.0,-4.18
ANTM,2021-01-08,2.390,2.520,2.520,2.240,1580000000.0,-5.16
ANTM,2021-01-07,2.520,2.280,2.730,2.190,2750000000.0,9.57
ANTM,2021-01-06,2.300,2.460,2.600,2.130,1890000000.0,-6.12
ANTM,2021-01-05,2.450,2.500,2.700,2.250,2720000000.0,-1.61
ANTM,2021-01-04,2.490,2.290,2.540,2.190,3400000000.0,10.67
ANTM,2021-01-03,2.250,2.850,2.880,2.100,6890000000.0,-20.77
ANTM,2021-01-02,2.840,2.090,3.040,2.070,15170000000.0,27.93
ANTM,2021-01-01,2.220,1.970,3.440,1.940,21180000000.0,14.73
ANTM,2020-01-12,1.935,1.150,2.070,1.105,11750000000.0,69.0
ANTM,2020-01-11,1.145,1.065,1.280,1.055,8000000000.0,8.53
ANTM,2020-01-10,1.055,710.000,1.180,705.000,8500000000.0,49.65
ANTM,2020-01-09,705.000,820.000,855.000,695.000,1530000000.0,-14.02
ANTM,2020-01-08,820.000,740.000,865.000,680.000,2900000000.0,12.33
ANTM,2020-01-07,730.000,610.000,755.000,590.000,2130000000.0,20.66
ANTM,2020-01-06,605.000,540.000,650.000,535.000,2020000000.0,13.08
ANTM,2020-01-05,535.000,490.000,555.000,484.000,1060000000.0,4.9
ANTM,2020-01-04,510.000,450.000,590.000,424.000,2030000000.0,13.33
ANTM,2020-01-03,450.000,580.000,650.000,338.000,2220000000.0,-21.74
ANTM,2020-01-02,575.000,725.000,750.000,540.000,1140000000.0,-20.14
ANTM,2020-01-01,720.000,845.000,920.000,715.000,1780000000.0,-14.29
ANTM,2019-01-12,840.000,740.000,870.000,740.000,1050000000.0,12.0
ANTM,2019-01-11,750.000,900.000,905.000,735.000,1160000000.0,-15.73
ANTM,2019-01-10,890.000,990.000,1.025,885.000,1960000000.0,-8.72
ANTM,2019-01-09,975.000,1.120,1.175,965.000,2230000000.0,-8.88
ANTM,2019-01-08,1.070,935.000,1.150,830.000,3570000000.0,14.44
ANTM,2019-01-07,935.000,850.000,985.000,800.000,2260000000.0,10.65
ANTM,2019-01-06,845.000,730.000,860.000,730.000,1310000000.0,16.55
ANTM,2019-01-05,725.000,865.000,870.000,660.000,1290000000.0,-16.18
ANTM,2019-01-04,865.000,900.000,950.000,850.000,965140000.0,-2.26
ANTM,2019-01-03,885.000,1.000,1.075,870.000,1790000000.0,-12.81
ANTM,2019-01-02,1.015,975.000,1.150,935.000,3720000000.0,5.18
ANTM,2019-01-01,965.000,770.000,980.000,735.000,2520000000.0,26.14
ANTM,2018-01-12,765.000,640.000,795.000,640.000,1630000000.0,24.39
ANTM,2018-01-11,615.000,680.000,720.000,595.000,1050000000.0,-9.56
ANTM,2018-01-10,680.000,845.000,845.000,665.000,1170000000.0,-19.53
ANTM,2018-01-09,845.000,855.000,860.000,755.000,1200000000.0,-2.87
ANTM,2018-01-08,870.000,925.000,955.000,825.000,1380000000.0,-4.92
ANTM,2018-01-07,915.000,880.000,960.000,765.000,1750000000.0,2.81
ANTM,2018-01-06,890.000,895.000,1.015,805.000,1580000000.0,2.89
ANTM,2018-01-05,865.000,845.000,900.000,775.000,871090000.0,2.37
ANTM,2018-01-04,845.000,785.000,945.000,775.000,1800000000.0,9.03
ANTM,2018-01-03,775.000,955.000,955.000,765.000,1040000000.0,-18.85
ANTM,2018-01-02,955.000,920.000,960.000,790.000,1660000000.0,4.37
ANTM,2018-01-01,915.000,635.000,940.000,625.000,2860000000.0,46.4
ANTM,2017-01-12,625.000,655.000,665.000,600.000,316490000.0,-6.02
ANTM,2017-01-11,665.000,655.000,725.000,645.000,1180000000.0,3.1
ANTM,2017-01-10,645.000,640.000,675.000,635.000,370880000.0,0.78
ANTM,2017-01-09,640.000,740.000,755.000,620.000,668650000.0,-13.51
ANTM,2017-01-08,740.000,700.000,765.000,645.000,1380000000.0,7.25
ANTM,2017-01-07,690.000,705.000,740.000,685.000,522420000.0,-0.72
ANTM,2017-01-06,695.000,780.000,780.000,690.000,475020000.0,-10.32
ANTM,2017-01-05,775.000,705.000,790.000,595.000,1090000000.0,11.51
ANTM,2017-01-04,695.000,735.000,745.000,690.000,384450000.0,-4.79
ANTM,2017-01-03,730.000,760.000,785.000,690.000,779640000.0,-2.01
ANTM,2017-01-02,745.000,810.000,860.000,740.000,871350000.0,-6.88
ANTM,2017-01-01,800.000,895.000,930.000,795.000,1640000000.0,-10.61
ANTM,2016-01-12,895.000,965.000,980.000,850.000,1070000000.0,-7.73
ANTM,2016-01-11,970.000,895.000,1.005,865.000,3050000000.0,8.38
ANTM,2016-01-10,895.000,830.000,900.000,770.000,3440000000.0,9.15
ANTM,2016-01-09,820.000,720.000,850.000,615.000,2390000000.0,13.89
ANTM,2016-01-08,720.000,805.000,840.000,695.000,1570000000.0,-9.43
ANTM,2016-01-07,795.000,725.000,860.000,710.000,2060000000.0,9.66
ANTM,2016-01-06,725.000,650.000,780.000,640.000,2520000000.0,11.54
ANTM,2016-01-05,650.000,770.000,780.000,625.000,1700000000.0,-14.47
ANTM,2016-01-04,760.000,463.000,775.000,458.000,4130000000.0,63.79
ANTM,2016-01-03,464.000,366.000,481.000,360.000,2970000000.0,27.47
ANTM,2016-01-02,364.000,334.000,375.000,328.000,2200000000.0,10.64
ANTM,2016-01-01,329.000,315.000,335.000,292.000,2390000000.0,4.78
ANTM,2015-01-12,314.000,317.000,337.000,285.000,1340000000.0,-0.32
ANTM,2015-01-11,315.000,373.000,380.000,306.000,4200000000.0,-16.67
ANTM,2015-01-10,378.000,412.000,454.000,372.000,4000000000.0,-7.41
ANTM,2015-01-09,408.000,418.000,454.000,391.000,489670000.0,-2.8
ANTM,2015-01-08,420.000,403.000,550.000,378.000,843620000.0,5.26
ANTM,2015-01-07,399.000,571.000,575.000,399.000,142750000.0,-30.15
ANTM,2015-01-06,571.000,651.000,655.000,567.000,121310000.0,-10.53
ANTM,2015-01-05,638.000,668.000,706.000,638.000,156330000.0,-4.4
ANTM,2015-01-04,668.000,722.000,777.000,664.000,133840000.0,-8.09
ANTM,2015-01-03,727.000,844.000,857.000,714.000,190890000.0,-13.93
ANTM,2015-01-02,844.000,890.000,907.000,832.000,231550000.0,-5.63
ANTM,2015-01-01,895.000,895.000,953.000,853.000,422580000.0,0.0
ANTM,2014-01-12,895.000,815.000,941.000,794.000,370740000.0,8.67
ANTM,2014-01-11,823.000,811.000,848.000,773.000,289680000.0,1.03
